METAL,BAND,SEX,BANDEDYEAR,BANDEDAGE,BANDEDLOC,DIRREC,AGE_CODE,BANDING_MONTH,BANDING_YEAR,LAT_DECIMAL_DEGREES,LON_DECIMAL_DEGREES,GISRLong,GISRLat,R_Day,R_Month,R_Year,RRegion__STA,RRegion__State
134726102,7SVY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726103,7SYY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726104,7SZY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726105,7TAY,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726106,7TEY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726107,7THY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726108,G9EQ,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726109,7TKY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726110,7TLY,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726111,7TNY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726113,7TRY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726114,7TSY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726115,7TTY,F,1991,L,TUT,1,4,7,1991,61.25,-165.58333,-124.25,40.75,20,11,1991,CA,California
134726116,7TVY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726117,7TYY,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726118,7TZY,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726119,7VAY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726120,7VEY,F,1991,L,TUT,1,4,7,1991,61.25,-165.58333,-115.91667,30.41667,22,2,1992,MEX,Mexico
134726121,7VGY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726122,7VHY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726123,7VKY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726124,7VLY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726125,7VNY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726126,7VRY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726127,7VSY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726128,7VTY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726129,7VYY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726130,7VZY,F,1991,A,TUT,1,6,7,1991,61.25,-165.58333,-115.91667,30.41667,14,2,1992,MEX,Mexico
134726131,7YAY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726132,7YEY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726133,7YGY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726134,7YHY,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726135,7YLY,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726136,7YNY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,-122.91667,38.25,17,11,2001,CA,California
134726137,7YRY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726138,7YTY,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726139,7YVY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726140,7YYY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726141,7YZY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726142,7ZAY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726143,7ZEY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726144,7ZGY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726145,7ZHY,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726146,7ZKY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726147,7ZLY,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726148,7ZNY,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726149,7ZRY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726150,7ZSY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726151,7ZTY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,-115.91667,30.41667,26,11,1994,MEX,Mexico
134726153,7ZYY,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726154,7ZZY,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726155,700Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726156,701Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726158,702Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726159,703Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726160,704Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726161,705Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726162,706Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726163,707Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726164,708Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726165,709Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726166,710Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726168,712Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726169,713Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726170,714Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726171,715Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726172,716Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726173,717Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726174,718Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726175,719Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726176,720Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726177,721Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726178,722Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726179,723Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726180,724Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,-124.08333,40.75,21,11,2009,CA,California
134726181,725Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726182,726Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726183,727Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726184,728Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726185,729Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726186,730Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726187,731Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726188,732Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726189,733Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726190,734Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726191,735Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726192,736Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726193,737Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726194,738Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726195,739Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726196,742Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726197,740Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726198,741Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726199,743Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726200,744Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726201,7G5Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726202,7G7Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726203,7H0Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726204,7G9Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726205,7H1Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726206,7H4Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726207,7H3Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726208,7H5Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726209,7H6Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726210,7H7Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726211,7H8Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726212,7H9Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726213,7K0Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726214,7K1Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726215,7K2Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726216,7K3Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726217,7K4Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,-115.91667,30.41667,26,11,1994,MEX,Mexico
134726218,7K6Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726219,7K5Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726220,7K7Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726221,7K9Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726222,7L0Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726223,7L1Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726224,7L2Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726225,7L4Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726226,7L3Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726227,7L5Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726228,7L9Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,-162.91667,55.25,20,9,1996,AK,Alaska
134726229,7L6Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726230,7L7Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726231,7N0Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726232,7N1Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726233,7N2Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726234,7N3Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726235,7N4Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,-124.25,40.75,24,11,2001,CA,California
134726236,7N5Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726237,7N7Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726238,7N6Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726239,7N8Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726240,7N9Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726241,7R0Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726242,7R1Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726243,7R2Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726244,7R4Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726245,7R3Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726246,7R5Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726247,7R7Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726248,7R6Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726249,7R8Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726250,7R9Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726251,7S0Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726252,7S1Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726253,7S2Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726254,7S3Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726255,7S4Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,-115.91667,30.41667,31,10,1997,MEX,Mexico
134726256,7S5Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726257,7S6Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726258,7S8Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726259,7S7Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,-115.91667,30.41667,19,2,2000,MEX,Mexico
134726260,7S9Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726261,7T3Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726262,7T0Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726263,7T2Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726264,7T4Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726265,7T5Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726266,7T6Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726267,7T7Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726268,7T9Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726269,7V0Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726270,7V1Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726271,7V2Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726272,7V3Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726274,7V5Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726275,7V6Y,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726276,7V7Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726277,7V9Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726278,7V8Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726279,7Y0Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726280,7Y1Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726282,7Y3Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726283,7Y4Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726284,7Y6Y,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726285,7Y5Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726286,7Y7Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726287,7Y8Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,-117.25,32.75,20,11,2007,CA,California
134726288,7Z0Y,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726289,7Y9Y,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726290,7Z1Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726291,7Z2Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726292,7Z3Y,M,1991,L,TUT,1,4,7,1991,61.41667,-165.41667,-115.91667,30.41667,16,2,1992,MEX,Mexico
134726293,7Z4Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726294,7Z5Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726295,7Z6Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726296,7Z7Y,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726297,7Z8Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726298,7Z9Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726299,8A0Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726300,8A1Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726301,745Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726302,746Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726303,747Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726304,748Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726305,749Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726306,750Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726307,751Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726308,752Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726309,753Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726310,754Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726311,755Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726312,756Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726313,757Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726314,758Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726315,759Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726316,760Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,-110.08333,27.08333,99,2,1996,MEX,Mexico
134726317,761Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726318,762Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726319,763Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726320,764Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726321,765Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726322,766Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726323,767Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726324,768Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726325,769Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726326,770Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726327,771Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726328,772Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726329,773Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726330,774Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726331,775Y,M,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726332,776Y,F,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726333,777Y,M,1991,L,TUT,,4,7,1991,61.25,-165.58333,,,,,,,
134726334,778Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726335,779Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726336,780Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726337,781Y,F,1991,A,TUT,,6,7,1991,61.25,-165.58333,,,,,,,
134726338,782Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726339,783Y,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726340,786Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726341,785Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726342,787Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726343,788Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726344,789Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726345,790Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726346,791Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726347,792Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726348,793Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726349,794Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726350,795Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726351,798Y,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,-109.91667,27.58333,21,2,1998,MEX,Mexico
134726352,797Y,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726353,799Y,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726354,70AY,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726355,71AY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726356,72AY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,-110.91667,27.91667,26,1,1994,MEX,Mexico
134726357,73AY,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726358,74AY,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726359,76AY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726360,77AY,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726361,75AY,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726362,78AY,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726363,79AY,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726365,71EY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726366,72EY,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726367,73EY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726368,74EY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726369,75EY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726370,76EY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726371,77EY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726372,78EY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726373,79EY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726374,70GY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726375,71GY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726376,72GY,M,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726377,73GY,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726378,74GY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726379,75GY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726380,76GY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726381,77GY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,-166.75,68.41667,75,8,1997,AK,Alaska
134726382,78GY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726383,79GY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726384,70HY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726385,71HY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726386,72HY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726387,73HY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726388,74HY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726389,75HY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726390,76HY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726391,77HY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726392,78HY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726393,79HY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726394,70KY,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726395,71KY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726396,72KY,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726397,73KY,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726398,74KY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726399,75KY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726400,76KY,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726401,8A2Y,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726402,8A3Y,F,1991,A,TUT,,6,7,1991,61.41667,-165.41667,,,,,,,
134726403,8A4Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,-115.91667,30.41667,15,1,1999,MEX,Mexico
134726404,8A5Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726405,8A6Y,F,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
134726406,8A7Y,M,1991,L,TUT,,4,7,1991,61.41667,-165.41667,,,,,,,
