METAL,BAND,SEX,BANDEDYEAR,BANDEDAGE,BANDEDLOC,DIRREC,AGE_CODE,BANDING_MONTH,BANDING_YEAR,LAT_DECIMAL_DEGREES,LON_DECIMAL_DEGREES,GISRLong,GISRLat,R_Day,R_Month,R_Year,RRegion__STA,RRegion__State
361713322,4N2W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713323,4N4W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713324,4N3W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713325,4N5W,M,1995,A,TUT,1,6,7,1995,61.25,-165.58333,-162.75,55.25,12,9,1995,AK,Alaska
361713326,4N6W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713327,4N7W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713328,4N8W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713329,4N9W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713330,4R0W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713331,4R1W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713332,4R4W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713333,4R2W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713334,4R7W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713335,4R9W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713336,4S0W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713337,4S5W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713338,4S1W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713339,4S4W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,-161.75,58.75,12,5,2004,AK,Alaska
361713340,4S7W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713341,4S8W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713342,4S9W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713343,4T0W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713344,4T2W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713345,4T3W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713346,4T4W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713347,4T5W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713348,4T9W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713349,4T6W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713350,4T8W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713351,4V0W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713352,4V2W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713353,4V1W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713354,4V3W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,-124.13683,40.99839,2,12,2012,CA,California
361713355,4V4W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713356,4V5W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713357,4V6W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713358,4V8W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713359,4Y0W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713360,4Y1W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713361,4Y3W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713362,4Y2W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713363,4Y4W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713364,4Y6W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713365,4Y5W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713366,4Y7W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713367,4Y8W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,-114.08333,28.25,20,2,2001,MEX,Mexico
361713368,4Y9W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713369,4Z0W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713370,4Z1W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713371,4Z2W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713372,4Z3W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713373,4Z4W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713374,4Z5W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713375,4Z6W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713376,4Z7W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713377,4Z9W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713378,4Z8W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713379,50AW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713380,51AW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713381,52AW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713382,53AW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713383,55AW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713384,56AW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713385,57AW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713386,58AW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713387,59AW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713388,51EW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713389,52EW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713390,53EW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713391,55EW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713392,56EW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713393,58EW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713394,57EW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713395,59EW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713396,50GW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713397,51GW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713398,52GW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713400,54GW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713401,55GW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713402,56GW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713403,57GW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713404,59GW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713405,50HW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713406,51HW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713407,52HW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713408,53HW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713409,54HW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713410,55HW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713411,56HW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713412,57HW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713413,58HW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,-122.91667,38.25,15,11,2006,CA,California
361713414,59HW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713415,50KW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713416,51KW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713417,52KW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713418,53KW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713419,55KW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713420,56KW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713421,57KW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713422,58KW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,-124.08333,40.75,25,11,2009,CA,California
361713423,59KW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713424,50LW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713425,51LW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713426,52LW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713427,53LW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713428,54LW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713429,55LW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713430,56LW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,-115.91667,30.41667,27,2,1998,MEX,Mexico
361713431,57LW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713432,58LW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713433,59LW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713434,A*HY,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713435,54NW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713436,55NW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,-120.91667,35.41667,6,12,2000,CA,California
361713437,52NW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713438,57NW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713439,58NW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713440,59NW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713441,52RW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713442,53RW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713443,54RW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713444,55RW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713445,56RW,M,1995,A,TUT,1,6,7,1995,61.25,-165.58333,-115.91667,30.41667,16,2,1996,MEX,Mexico
361713446,57RW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713447,58RW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,-115.91667,30.41667,26,2,1999,MEX,Mexico
361713448,59RW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713449,50SW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713450,51SW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713451,52SW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713452,54SW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713453,55SW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713454,56SW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713455,57SW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713456,50TW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713457,51TW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713458,52TW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713459,53TW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713460,54TW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,-115.91667,30.41667,23,1,1999,MEX,Mexico
361713461,55TW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713462,56TW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713463,57TW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713464,58TW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713466,59TW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713467,51VW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713468,52VW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713469,53VW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713470,54VW,F,1995,L,TUT,1,4,7,1995,61.25,-165.58333,-115.91667,30.41667,18,11,1995,MEX,Mexico
361713471,55VW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713472,56VW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713473,57VW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713474,58VW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713475,59VW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713476,50YW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713477,51YW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713478,52YW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713479,53YW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713480,54YW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713481,55YW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713482,56YW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713483,57YW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713484,EN0K,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713485,59YW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713486,50ZW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713487,52ZW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713488,54ZW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713489,53ZW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713490,55ZW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713491,56ZW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713492,57ZW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713493,58ZW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713494,59ZW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713495,5A0W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713496,5A1W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713497,5A2W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713498,5A3W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713499,5A4W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713500,5A6W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713501,554W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713502,555W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,-115.91667,30.41667,14,1,2006,MEX,Mexico
361713503,556W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713504,557W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713505,558W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713506,561W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713507,559W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713508,562W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713509,564W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713510,563W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713511,565W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713512,566W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713513,567W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713514,568W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713515,569W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713516,570W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713517,571W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713518,572W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713519,573W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713521,576W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713522,575W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713523,577W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713524,578W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713525,579W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713526,580W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713527,581W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713528,582W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713529,583W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713530,584W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713531,585W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713532,586W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713533,588W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713534,587W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,-168.25,68.58333,9,1,2005,USSR,Russia
361713535,589W,M,1995,L,TUT,1,4,7,1995,61.25,-165.58333,-121.5,48.41667,9,12,1995,WA,Washington
361713536,590W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713537,592W,M,1995,A,TUT,1,6,7,1995,61.25,-165.58333,-115.91667,30.41667,23,2,1996,MEX,Mexico
361713538,593W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713539,594W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713540,596W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713541,595W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713542,597W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713543,598W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713544,599W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713545,5AAW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713546,5AEW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713547,5AGW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713548,5AHW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713549,5AKW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713550,5ALW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713551,5ARW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,-123.08333,38.41667,5,12,1999,CA,California
361713552,5ASW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713553,5AVW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,-115.93333,30.43333,21,12,2012,MEX,Mexico
361713554,5AZW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713555,5EAW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713556,5EEW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713557,5EGW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713558,5EHW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,-115.91667,30.41667,28,12,1996,MEX,Mexico
361713559,5EKW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713560,5ELW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713561,5ENW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713562,5ERW,M,1995,S,TUT,,5,7,1995,61.25,-165.58333,,,,,,,
361713563,5ESW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713564,5EVW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713565,5ETW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713566,5EYW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713567,5EZW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713568,5GAW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713569,5GEW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713570,5GGW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713571,5GKW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713572,5GHW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713573,5GLW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713574,5GNW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713575,5GSW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713576,5GTW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713577,5GVW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713578,5GYW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713579,5GZW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713580,5HAW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713581,5HEW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713582,5HGW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713583,5HHW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713584,5HKW,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713585,5HLW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713586,5HRW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713587,5HSW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713588,5HTW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713589,5HYW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713590,5HVW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,-115.91667,30.41667,22,2,2004,MEX,Mexico
361713591,5HZW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713592,5KAW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713593,5KEW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713594,5KHW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713595,5KGW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713596,5KKW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713597,5KNW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713598,5KLW,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713599,5KRW,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713600,5KSW,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713601,5A7W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713602,5A8W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713603,5A9W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713604,5E0W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713605,5E1W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713606,5E2W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713607,5E3W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713608,5E4W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713609,5E5W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713610,5E6W,M,1995,A,TUT,1,6,7,1995,61.25,-165.58333,-110.08333,27.08333,99,2,1996,MEX,Mexico
361713611,5E7W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713612,5E8W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713614,5E9W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713615,5G0W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713616,G-0Y,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,-116.01045,30.43098,21,2,2016,MEX,Mexico
361713617,5G2W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713618,5G3W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713619,5G4W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713620,5G6W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713621,5G5W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,-122.91667,38.25,99,2,2006,CA,California
361713622,5G7W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713623,5G8W,M,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713624,5G9W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713625,5H1W,F,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
361713626,5H0W,F,1995,L,TUT,,4,7,1995,61.25,-165.58333,,,,,,,
361713627,5H2W,M,1995,A,TUT,,6,7,1995,61.25,-165.58333,,,,,,,
